t,x,y,speed,lat_err,line0_err,line1_err,steer_angle
0.1900000125169754,6.000171184539795,5.999809741973877,0.03513114296012973,-0.00043582916259765625,-1,-1,0.1525402069091797
0.20000001788139343,6.000174522399902,5.9998250007629395,0.03983368606260196,-0.0003147125244140625,-1,-1,0.11014938354492188
0.21000002324581146,6.000020503997803,5.999848365783691,0.03792677074861065,-0.0002288818359375,-1,-1,0.080108642578125
0.2200000286102295,5.999642372131348,5.999845504760742,0.046894629891284845,-0.00031757354736328125,-1,-1,0.11115074157714844
0.23000003397464752,5.999052047729492,5.999838352203369,0.06511181283226508,-0.00018548965454101562,,,0.06492137908935547
0.24000003933906555,5.998232364654541,5.99983024597168,0.08434853530348511,-0.0002193450927734375,,,0.07677078247070312
0.2500000298023224,5.997200012207031,5.999822616577148,0.10454358396896475,-0.000400543212890625,-1,-1,0.14019012451171875
0.2600000202655792,5.995941162109375,5.999813079833984,0.1273023312874652,-0.0003147125244140625,-1,-1,0.11014938354492188
0.27000001072883606,5.9944658279418945,5.999785423278809,0.14918705775115615,-0.00013399124145507812,,,0.046896934509277344
0.2800000011920929,5.992772579193115,5.999767303466797,0.1709397279305909,-9.298324584960938e-05,,,0.03254413604736328
0.28999999165534973,5.990854740142822,5.999762535095215,0.1933056413955859,6.437301635742188e-05,,,-0.022530555725097656
0.29999998211860657,5.9887166023254395,5.999783992767334,0.21530843104689149,8.7738037109375e-05,1,1,-0.03070831298828125
0.3099999725818634,5.986360549926758,5.999806880950928,0.23719060729316613,-6.67572021484375e-06,1,,0.0023365020751953125
0.31999996304512024,5.983785152435303,5.999829292297363,0.258384544126297,-0.00014209747314453125,,,0.04973411560058594
0.3299999535083771,5.980991363525391,5.999848365783691,0.28074538138717803,-0.0002818107604980469,,,0.0986337661743164
0.3399999439716339,5.977977752685547,5.99987268447876,0.3019584808440849,-0.000232696533203125,,,0.08144378662109375
