t,x,y,speed,lat_err,line0_err,line1_err,steer_angle
0.1900000125169754,6.000218391418457,6.000117778778076,0.02487985515049398,0.0,,,0.0
0.20000001788139343,6.000237941741943,6.000104904174805,0.025290042563201533,0.0,,,0.0
0.21000002324581146,6.000082492828369,6.000089645385742,0.0355587719854652,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.2200000286102295,5.999711036682129,6.000070571899414,0.04865739295847595,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.23000003397464752,5.9991135597229,6.000031471252441,0.0642472262438417,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.24000003933906555,5.998297691345215,6.000010013580322,0.08520860114455217,0.0,,,0.0
0.2500000298023224,5.997264385223389,5.999983787536621,0.10538681543759149,0.0,,,0.0
0.2600000202655792,5.996008396148682,5.999985218048096,0.1261448200919081,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.27000001072883606,5.994539260864258,5.999994277954102,0.1477420921072349,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.2800000011920929,5.9928483963012695,5.999991416931152,0.1706184778224282,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.28999999165534973,5.990928649902344,5.9999847412109375,0.1927181990984533,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.29999998211860657,5.988796710968018,5.999981880187988,0.21382411559874046,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.3099999725818634,5.986447811126709,6.000015735626221,0.23545075638967994,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.31999996304512024,5.983874320983887,6.000046730041504,0.25766066313296593,0.0,,,0.0
0.3299999535083771,5.981077671051025,6.000080585479736,0.28128250595028975,0.003125,0.003125,0.003125,2.1875
0.3399999439716339,5.978064060211182,6.00011682510376,0.3032687245372182,0.003125,0.003125,0.003125,2.1875
0.34999993443489075,5.974830150604248,6.000147819519043,0.32550320110712655,0.0,,,0.0
0.3599999248981476,5.971378326416016,6.000156879425049,0.3458824743559678,0.0,,,0.0
0.3699999153614044,5.967705249786377,6.000152587890625,0.3683660331702102,-0.003125,-0.003125,-0.003125,-2.1875
0.37999990582466125,5.963811874389648,6.000147342681885,0.38992633923867404,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.3899998962879181,5.959701061248779,6.000187397003174,0.41181294554393605,-0.003125,-0.003125,-0.003125,-2.1875
0.3999998867511749,5.955368995666504,6.000239372253418,0.43476119185559264,-0.003125,-0.003125,-0.003125,-2.1875
0.40999987721443176,5.950817108154297,6.000282287597656,0.45637131131621633,-0.003125,-0.003125,-0.003125,-2.1875
0.4199998676776886,5.946043491363525,6.00032901763916,0.4787495286118078,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.42999985814094543,5.941055774688721,6.000448703765869,0.5000270008226171,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.43999984860420227,5.935847282409668,6.00056266784668,0.5215561835150809,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.4499998390674591,5.930417537689209,6.000644683837891,0.5437815581715227,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.45999982953071594,5.924765586853027,6.000698089599609,0.5658133278773047,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.4699998199939728,5.918895244598389,6.000752925872803,0.5871673601910488,-0.0015625,-0.0015625,-0.0015625,-1.09375
0.4799998104572296,5.912805557250977,6.000787734985352,0.609266792579022,0.0,,,0.0
0.48999980092048645,5.906495571136475,6.0008440017700195,0.6315781733490891,-0.0015625,-0.0015625,-0.0015625,-1.09375
