t,x,y,speed,lat_err,line0_err,line1_err,steer_angle
0.1900000125169754,6.000293731689453,5.999825954437256,0.03144896562074116,0.0009527206420898438,-1,-1,-0.3334522247314453
0.20000001788139343,6.000255584716797,5.999820232391357,0.031425951510811664,0.0008373260498046875,-1,-1,-0.1943528652191162
0.21000002324581146,6.000059604644775,5.999810695648193,0.03285328850733112,0.000797271728515625,-1,-1,-0.18432170152664185
0.2200000286102295,5.9996442794799805,5.999847888946533,0.047594347473934984,0.0007925033569335938,-1,-1,-0.18304942548274994
0.23000003397464752,5.999007225036621,5.999887943267822,0.06711808435461714,0.000614166259765625,-1,-1,-0.14290374591946603
0.24000003933906555,5.9981536865234375,5.999898433685303,0.09002907736020338,0.00048732757568359375,,,-0.11325142677873373
0.2500000298023224,5.997082233428955,5.9999003410339355,0.11191608286290074,0.0004553794860839844,,,-0.10532604560442269
0.2600000202655792,5.995784282684326,5.999894618988037,0.13247090783397505,0.0003676414489746094,-1,-1,-0.0854221647455357
0.27000001072883606,5.9942731857299805,5.999883651733398,0.1532830419195226,0.0004162788391113281,,,-0.09582535591982771
0.2800000011920929,5.99253511428833,5.999852657318115,0.17579922747996182,0.0004172325134277344,,,-0.0963709274096971
0.28999999165534973,5.990583419799805,5.999809265136719,0.19710410173513082,0.0003762245178222656,,,-0.08713353912451027
0.29999998211860657,5.988410472869873,5.999795913696289,0.21917610343632823,0.0003132820129394531,1,1,-0.07271570501704108
0.3099999725818634,5.9860148429870605,5.999813556671143,0.2408756644714955,0.0003399848937988281,1,1,-0.07834325108032471
0.31999996304512024,5.983400821685791,5.999812126159668,0.26203240796368027,0.0003223419189453125,,,-0.07455950485015858
0.3299999535083771,5.980568885803223,5.999799728393555,0.28381748148297703,0.0004076957702636719,1,1,-0.09364455664836122
0.3399999439716339,5.977516174316406,5.999787330627441,0.3058875638213181,0.00035190582275390625,,,-0.0816312582668251
0.34999993443489075,5.974243640899658,5.999781608581543,0.3283147920784251,0.00042057037353515625,,,-0.09670512303026227
0.3599999248981476,5.97075080871582,5.9997663497924805,0.3498511626120117,0.0004901885986328125,-1,-1,-0.11281716007773493
0.3699999153614044,5.967039585113525,5.999753475189209,0.3713444189512002,0.0004239082336425781,-1,-1,-0.09831679504176755
0.37999990582466125,5.963103294372559,5.999722480773926,0.39436926130540045,0.0004820823669433594,-1,-1,-0.1109710868989126
0.3899998962879181,5.958949565887451,5.999711513519287,0.4161399944559625,0.0005345344543457031,-1,-1,-0.12315813930434635
0.3999998867511749,5.954575538635254,5.999724388122559,0.4380220898586221,0.000507354736328125,-1,-1,-0.11735126165966062
0.40999987721443176,5.949979782104492,5.99973726272583,0.46023246650774746,0.0005316734313964844,-1,-1,-0.12263766686696814
0.4199998676776886,5.94516658782959,5.9997358322143555,0.48231353134953303,0.0004515647888183594,-1,-1,-0.10477447919022093
0.42999985814094543,5.9401350021362305,5.99973201751709,0.5039831691496278,0.0003094673156738281,-1,-1,-0.07229380587142158
0.43999984860420227,5.934882164001465,5.999705791473389,0.5260736471384906,0.00018405914306640625,-1,-1,-0.04321429492066232
0.4499998390674591,5.929407596588135,5.999702453613281,0.5480094223068029,0.0003991127014160156,-1,-1,-0.09086067807623252
0.45999982953071594,5.923718452453613,5.9997124671936035,0.5692942294279006,0.0005331039428710938,-1,-1,-0.12238982551696474
0.4699998199939728,5.91780948638916,5.999722957611084,0.5909537757492719,0.0004749298095703125,-1,-1,-0.11006903487771622
0.4799998104572296,5.911677360534668,5.999729156494141,0.6133053812198996,0.0004596710205078125,-1,-1,-0.10623379953785247
0.48999980092048645,5.905326843261719,5.999724864959717,0.6351220208777268,0.00029087066650390625,,,-0.068178452845373
0.4999997913837433,5.89875602722168,5.999714374542236,0.6574590853305431,0.00038814544677734375,,,-0.08901403954645204
0.5099998116493225,5.891963005065918,5.999692440032959,0.6796795740784937,0.00043392181396484375,,,-0.09997425148337075
0.5199998021125793,5.88494873046875,5.999668598175049,0.7018972255971854,0.0003757476806640625,,,-0.0871381473196303
0.5299997925758362,5.877719402313232,5.999638557434082,0.7231587902082615,0.000453948974609375,-1,-1,-0.10435719633274895
0.539999783039093,5.870268821716309,5.999634265899658,0.7451332697988664,0.0004925727844238281,,,-0.11355512373438795
0.5499997735023499,5.862598896026611,5.999645709991455,0.7670564469842873,0.0005450248718261719,,,-0.12557286370158627
0.5599997639656067,5.854705333709717,5.999658584594727,0.7896363857379964,0.0005946159362792969,-1,-1,-0.1370478777347205
0.5699997544288635,5.846597194671631,5.999636173248291,0.811001776691913,0.0005464553833007812,-1,-1,-0.12650584624082745
0.5799997448921204,5.838263511657715,5.999584674835205,0.8337790817961618,0.00048351287841796875,,,-0.11202807453976527
0.5899997353553772,5.829712390899658,5.999571800231934,0.8555387272543511,0.0005388259887695312,-1,-1,-0.12409591911847072
0.599999725818634,5.820944309234619,5.999586582183838,0.876933558065572,0.0005316734313964844,-1,-1,-0.12285118091175225
0.6099997162818909,5.811956882476807,5.99962043762207,0.898783501283363,0.0005469322204589844,-1,-1,-0.12622147560712232
0.6199997067451477,5.802746772766113,5.9996514320373535,0.921016222189277,0.0005736351013183594,1,1,-0.13232813787430697
0.6299996972084045,5.793318748474121,5.999649524688721,0.9428039046180152,0.0005507469177246094,,,-0.12734026386739306
0.6399996876716614,5.783669948577881,5.999629020690918,0.9648886734960566,0.0004620552062988281,,,-0.10723347928404733
0.6499996781349182,5.7738037109375,5.999650478363037,0.9866638676747822,0.0006151199340820312,-1,-1,-0.14112627731448416
